,fk_maquina,nome,data_medicao,cpu_frequencia,cpu_porcentagem,cpu_temperatura,disco_livre,disco_porcentagem,ram_livre,ram_porcentagem
207,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:33:28,33.0,14.62,27.85,236.72,74.59,2.34,70.49
208,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:33:34,44.0,13.62,27.85,236.72,74.59,2.33,70.49
209,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:33:40,99.0,20.77,27.85,236.71,74.59,2.31,70.74
210,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:33:46,43.0,26.54,27.85,236.71,74.59,2.3,71.0
211,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:33:52,99.0,15.38,27.85,236.71,74.59,2.33,70.62
212,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:33:58,36.0,16.25,27.85,236.71,74.59,2.29,70.87
213,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:34:05,99.0,36.4,27.85,236.71,74.59,2.29,71.12
214,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:34:10,99.0,29.23,27.85,236.71,74.59,2.29,71.12
215,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:34:16,55.0,18.35,27.85,236.71,74.59,2.27,71.12
216,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:34:22,94.0,19.68,27.85,236.7,74.59,2.25,71.25
217,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:34:31,99.0,28.08,27.85,236.69,74.59,2.3,71.0
218,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:34:37,94.0,21.5,27.85,236.69,74.59,2.3,70.87
219,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:34:43,99.0,18.48,27.85,236.69,74.59,2.3,71.0
220,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:34:49,41.0,22.32,27.85,236.69,74.59,2.25,71.37
221,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:34:55,99.0,28.82,27.85,236.69,74.59,2.23,71.25
222,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:35:01,99.0,16.15,27.85,236.69,74.59,2.26,71.5
223,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:35:07,45.0,23.47,27.85,236.68,74.59,2.24,71.63
224,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:35:13,98.0,21.15,27.85,236.68,74.59,2.26,71.5
225,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:35:19,35.0,19.03,27.85,236.68,74.59,2.27,71.37
226,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:35:25,45.0,35.8,27.85,236.64,74.6,2.23,71.63
227,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:35:33,33.0,58.34,27.85,236.64,74.6,2.16,72.76
228,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:35:39,55.0,27.69,27.85,236.63,74.6,2.14,73.27
229,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:35:45,98.0,46.55,27.85,236.63,74.6,2.08,73.77
230,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:35:51,99.0,29.94,27.85,236.63,74.6,2.11,73.39
231,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:35:57,97.0,16.91,27.85,236.63,74.6,2.14,73.14
232,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:36:03,99.0,64.77,27.85,236.62,74.6,2.08,73.52
233,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:36:14,39.0,33.06,27.85,236.61,74.6,2.05,74.15
234,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:36:20,98.0,13.47,27.85,236.6,74.6,2.1,73.52
235,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:36:26,98.0,14.79,27.85,236.6,74.6,2.1,73.39
236,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:36:32,39.0,16.17,27.85,236.6,74.6,2.09,73.52
237,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:36:38,34.0,18.35,27.85,236.6,74.6,2.11,73.39
238,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:36:43,67.0,16.21,27.85,236.6,74.6,2.1,73.52
239,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:36:49,49.0,19.17,27.85,236.59,74.6,2.08,73.9
240,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:36:55,57.0,17.34,27.85,236.59,74.6,2.08,73.52
241,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:37:01,99.0,21.93,27.85,236.59,74.6,2.12,73.39
242,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:37:07,65.0,18.48,27.85,236.59,74.6,2.13,73.14
243,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:37:12,99.0,21.95,27.85,236.59,74.6,2.14,73.01
244,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:37:18,99.0,20.82,27.85,236.59,74.6,2.13,73.14
245,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:37:24,97.0,21.92,27.85,236.59,74.6,2.13,73.14
246,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:37:30,93.0,21.58,27.85,236.59,74.6,2.1,73.01
247,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:37:36,99.0,42.71,27.85,236.58,74.6,2.08,73.52
248,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:37:41,99.0,16.15,27.85,236.58,74.6,2.1,73.52
249,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:37:47,54.0,32.23,27.85,236.58,74.6,2.11,73.77
250,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:37:53,98.0,21.56,27.85,236.58,74.6,2.06,73.52
251,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:38:00,99.0,16.13,27.85,236.58,74.6,2.07,73.64
252,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:38:06,49.0,32.09,27.85,236.58,74.6,2.09,73.52
253,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:38:11,92.0,21.19,27.85,236.57,74.6,2.11,73.39
254,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:38:17,63.0,24.22,27.85,236.54,74.61,2.13,73.14
255,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:38:24,96.0,39.02,27.85,236.54,74.61,2.15,73.14
256,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:38:30,39.0,16.56,27.85,236.54,74.61,2.16,72.51
257,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:38:36,93.0,20.42,27.85,236.54,74.61,2.18,72.51
258,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:38:42,99.0,22.35,27.85,236.54,74.61,2.18,72.51
259,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:38:48,99.0,19.64,27.85,236.54,74.61,2.18,72.38
260,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:38:54,99.0,12.7,27.85,236.53,74.61,2.18,72.51
261,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:38:59,50.0,16.89,27.85,236.53,74.61,2.16,73.01
262,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:39:05,95.0,27.27,27.85,236.44,74.62,2.17,72.64
263,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:39:11,99.0,19.32,27.85,236.44,74.62,2.18,72.51
264,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:39:17,42.0,50.75,27.85,236.44,74.62,2.16,72.76
265,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:39:23,98.0,31.54,27.85,236.44,74.62,2.16,72.64
266,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:39:29,91.0,16.03,27.85,236.44,74.62,2.17,72.89
267,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:39:35,95.0,18.53,27.85,236.44,74.62,2.17,72.51
268,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:39:41,91.0,16.56,27.85,236.44,74.62,2.17,72.64
269,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:39:47,35.0,20.09,27.85,236.43,74.62,2.16,72.89
270,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:39:53,99.0,29.58,27.85,236.42,74.62,2.15,72.38
271,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:40:00,96.0,15.78,27.85,236.42,74.62,2.17,72.76
272,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:40:06,81.0,15.34,27.85,236.4,74.62,2.16,72.51
273,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:40:13,53.0,28.05,27.85,236.37,74.63,2.13,73.39
274,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:40:19,24.0,14.23,27.85,236.37,74.63,2.14,73.01
275,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:40:25,99.0,16.5,27.85,236.37,74.63,2.16,72.64
276,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:40:31,99.0,24.39,27.85,236.36,74.63,2.16,72.89
277,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:40:37,24.0,35.38,27.85,236.36,74.63,2.14,73.01
278,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:40:43,59.0,23.42,27.85,236.34,74.63,2.11,73.39
279,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:40:49,51.0,33.45,27.85,236.34,74.63,2.12,73.52
280,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:40:56,99.0,39.24,27.85,236.34,74.63,2.13,73.01
281,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:41:02,40.0,37.1,27.85,236.34,74.63,2.12,73.01
282,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:41:08,99.0,30.38,27.85,236.33,74.63,2.09,73.14
283,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:41:14,97.0,22.34,27.85,236.33,74.63,2.13,73.14
284,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:41:20,97.0,14.98,27.85,236.33,74.63,2.15,73.01
285,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:41:25,99.0,19.64,27.85,236.33,74.63,2.1,73.01
286,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:41:31,97.0,23.02,27.85,236.33,74.63,2.1,73.14
287,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:41:37,90.0,63.09,27.85,236.33,74.63,2.1,73.52
288,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:41:43,68.0,26.98,27.85,236.32,74.63,2.09,73.52
289,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:41:49,97.0,23.74,27.85,236.32,74.63,2.08,73.64
290,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:41:55,99.0,19.59,27.85,236.32,74.63,2.09,73.64
291,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:42:01,95.0,18.4,27.85,236.32,74.63,2.1,73.52
292,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:42:07,68.0,18.42,27.85,236.32,74.63,2.11,73.39
293,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:42:13,27.0,22.3,27.85,236.32,74.63,2.1,73.39
294,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:42:19,90.0,25.43,27.85,236.32,74.63,2.1,73.52
295,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:42:25,92.0,16.77,27.85,236.32,74.63,2.09,73.52
296,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:42:30,98.0,19.57,27.85,236.31,74.63,2.08,73.77
297,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:42:36,99.0,23.87,27.85,236.31,74.63,2.09,73.52
298,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:42:42,99.0,23.87,27.85,236.31,74.63,2.07,73.9
299,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:42:48,28.0,23.07,27.85,236.31,74.63,2.08,73.77
300,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:42:54,26.0,17.31,27.85,236.31,74.63,2.05,74.15
301,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:43:00,99.0,31.43,27.85,236.31,74.63,2.06,73.9
302,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:43:06,99.0,21.13,27.85,236.3,74.63,2.06,74.02
303,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:43:12,99.0,14.99,27.85,236.3,74.63,2.06,73.9
304,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:43:18,99.0,23.08,27.85,236.3,74.63,2.11,73.39
305,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:43:24,26.0,15.52,27.85,236.3,74.63,2.1,73.52
306,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:43:29,97.0,21.25,27.85,236.3,74.63,2.11,73.39
307,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:43:35,32.0,35.8,27.85,236.3,74.63,2.09,73.52
308,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:43:41,98.0,14.99,27.85,236.29,74.63,2.09,73.64
309,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:43:48,97.0,16.52,27.85,236.29,74.63,2.08,73.64
310,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:43:54,99.0,22.35,27.85,236.29,74.63,2.08,73.52
311,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:44:00,40.0,34.96,27.85,236.28,74.63,2.07,73.9
312,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:44:06,99.0,19.13,27.85,236.28,74.63,2.07,73.77
313,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:44:12,38.0,28.1,27.85,236.28,74.63,2.07,73.77
314,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:44:18,97.0,39.26,27.85,236.28,74.63,2.07,73.9
315,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:44:24,99.0,17.66,27.85,236.28,74.63,2.09,73.39
316,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:44:30,49.0,21.1,27.85,236.28,74.63,2.09,73.77
317,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:44:36,92.0,30.45,27.85,236.27,74.64,2.08,73.77
318,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:44:42,97.0,30.03,27.85,236.27,74.64,2.08,73.77
319,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:44:48,99.0,25.79,27.85,236.26,74.64,1.97,73.9
320,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:44:55,26.0,42.68,27.85,236.26,74.64,1.87,76.29
321,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:45:01,90.0,25.02,27.85,236.26,74.64,1.9,76.17
322,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:45:07,49.0,34.63,27.85,236.24,74.64,2.03,74.27
323,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:45:13,97.0,54.48,27.85,236.18,74.65,1.99,74.91
324,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:45:19,56.0,18.85,27.85,236.18,74.65,1.97,75.16
325,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:45:25,99.0,24.63,27.85,236.17,74.65,1.98,75.03
326,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:45:32,26.0,44.23,27.85,236.17,74.65,1.94,75.66
327,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:45:38,31.0,35.01,27.85,236.16,74.65,1.98,75.03
328,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:45:44,99.0,43.56,27.85,236.14,74.65,1.96,75.28
329,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:45:50,99.0,21.98,27.85,236.14,74.65,1.96,75.28
330,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:45:56,30.0,20.82,27.85,236.13,74.65,1.95,75.28
331,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:46:02,99.0,28.39,27.85,236.13,74.65,1.98,75.03
332,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:46:08,100.0,44.91,27.85,236.12,74.65,1.89,76.17
333,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:46:15,72.0,30.44,27.85,236.11,74.65,1.88,76.29
334,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:46:21,44.0,43.94,27.85,236.11,74.65,1.78,77.43
335,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:46:28,50.0,44.36,27.85,236.1,74.65,1.83,76.92
336,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:46:34,98.0,29.96,27.85,236.1,74.65,1.86,76.54
337,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:46:40,33.0,49.96,27.85,236.09,74.66,1.85,76.54
338,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:46:46,97.0,18.07,27.85,236.09,74.66,1.9,76.29
339,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:46:52,82.0,37.27,27.85,236.08,74.66,1.88,76.17
340,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:46:59,98.0,40.56,27.85,236.07,74.66,1.86,76.54
341,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:47:06,58.0,18.76,27.85,236.07,74.66,1.86,76.67
342,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:47:11,97.0,34.86,27.85,236.07,74.66,1.9,76.17
343,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:47:17,37.0,16.56,27.85,236.07,74.66,1.93,75.79
344,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:47:23,99.0,16.52,27.85,236.06,74.66,1.92,75.79
345,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:47:29,55.0,17.68,27.85,236.06,74.66,1.91,75.79
346,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:47:35,89.0,18.09,27.85,236.06,74.66,1.92,75.79
347,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:47:41,69.0,16.54,27.85,236.06,74.66,1.91,75.91
348,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:47:47,27.0,25.04,27.85,236.06,74.66,1.92,75.79
349,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:47:53,63.0,20.93,27.85,236.06,74.66,1.92,75.66
350,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:47:59,46.0,30.77,27.85,236.06,74.66,1.92,75.91
351,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:48:05,96.0,15.01,27.85,236.05,74.66,1.93,75.66
352,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:48:10,99.0,16.95,27.85,236.05,74.66,1.93,75.66
353,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:48:16,99.0,23.88,27.85,236.03,74.66,1.96,75.66
354,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:48:23,98.0,18.88,27.85,236.03,74.66,2.0,74.78
355,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:48:29,27.0,14.38,27.85,236.03,74.66,2.0,74.78
356,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:48:35,93.0,17.29,27.85,236.02,74.66,2.0,74.65
357,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:48:40,99.0,18.85,27.85,236.02,74.66,2.01,74.65
358,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:48:46,95.0,12.74,27.85,236.02,74.66,2.01,74.78
359,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:48:52,99.0,22.05,27.85,236.02,74.66,1.99,74.53
360,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:48:58,99.0,15.4,27.85,236.01,74.66,2.01,74.65
361,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:49:04,99.0,17.7,27.85,236.01,74.66,2.03,74.4
362,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:49:10,41.0,19.07,27.85,236.01,74.66,2.02,74.4
363,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:49:16,28.0,19.62,27.85,236.01,74.66,2.02,74.53
364,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:49:21,23.0,32.31,27.85,236.0,74.66,2.0,74.65
365,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:49:28,98.0,27.29,27.85,236.0,74.66,1.97,75.28
366,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:49:35,99.0,16.5,27.85,236.0,74.66,2.01,74.53
367,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:49:41,99.0,27.29,27.85,235.99,74.67,1.99,74.65
368,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:49:47,41.0,26.17,27.85,235.99,74.67,1.96,75.28
369,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:49:54,33.0,23.05,27.85,235.99,74.67,1.99,75.16
370,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:49:59,28.0,18.59,27.85,235.98,74.67,1.98,74.78
371,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:50:06,99.0,65.77,27.85,235.98,74.67,1.9,76.04
372,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:50:12,56.0,31.43,27.85,235.97,74.67,1.96,75.28
373,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:50:18,78.0,17.81,27.85,235.97,74.67,1.93,75.16
374,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:50:25,99.0,39.37,27.85,235.97,74.67,1.93,75.66
375,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:50:31,30.0,36.92,27.85,235.97,74.67,1.94,75.41
376,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:50:37,37.0,25.81,27.85,235.96,74.67,1.97,75.28
377,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:50:43,100.0,20.01,27.85,235.96,74.67,1.9,75.79
378,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:50:50,96.0,24.6,27.85,235.96,74.67,1.85,76.67
379,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:50:56,99.0,14.25,27.85,235.96,74.67,1.86,76.42
380,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:51:02,99.0,43.45,27.85,235.96,74.67,1.91,75.91
381,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:51:08,30.0,14.61,27.85,235.95,74.67,1.93,75.54
382,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:51:13,99.0,14.75,27.85,235.95,74.67,1.92,75.79
383,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:51:19,99.0,16.17,27.85,235.95,74.67,1.92,75.79
384,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:51:25,93.0,22.73,27.85,235.95,74.67,1.92,75.79
385,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:51:31,99.0,46.95,27.85,235.94,74.67,1.87,76.29
386,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:51:37,99.0,30.35,27.85,235.94,74.67,1.88,76.17
387,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:51:43,99.0,23.51,27.85,235.94,74.67,1.85,76.42
388,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:51:49,99.0,22.35,27.85,235.94,74.67,1.84,76.8
389,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:51:55,46.0,21.52,27.85,235.93,74.67,1.84,76.8
390,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:52:01,41.0,13.03,27.85,235.92,74.67,1.85,76.8
391,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:52:07,99.0,18.07,27.85,235.92,74.67,1.85,76.67
392,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:52:13,98.0,20.75,27.85,235.92,74.67,1.84,76.67
393,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:52:20,67.0,40.91,27.85,235.92,74.67,1.99,75.03
394,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:52:26,99.0,26.14,27.85,235.91,74.67,1.99,74.91
395,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:52:31,35.0,19.6,27.85,235.91,74.67,1.99,74.91
396,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:52:37,99.0,16.61,27.85,235.91,74.67,1.98,74.91
397,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:52:43,40.0,19.55,27.85,235.91,74.67,1.97,75.16
398,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:52:49,99.0,20.38,27.85,235.91,74.67,1.98,75.03
399,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:52:55,43.0,17.86,27.85,235.91,74.67,1.98,75.03
400,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:53:00,35.0,23.1,27.85,235.91,74.67,1.98,75.03
401,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:53:06,98.0,13.07,27.85,235.9,74.68,1.98,74.91
402,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:53:12,65.0,19.25,27.85,235.9,74.68,1.98,74.91
403,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:53:18,34.0,16.4,27.85,235.9,74.68,2.1,73.39
404,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:53:24,99.0,19.64,27.85,235.89,74.68,2.1,73.39
405,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:53:29,54.0,18.46,27.85,235.89,74.68,2.1,73.52
406,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:53:35,99.0,29.62,27.85,235.88,74.68,2.09,73.52
407,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:53:41,71.0,18.16,27.85,235.88,74.68,2.09,73.52
408,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:53:47,48.0,17.7,27.85,235.88,74.68,2.09,73.52
409,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:53:53,99.0,30.78,27.85,235.88,74.68,2.08,73.64
410,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:53:59,25.0,19.68,27.85,235.88,74.68,2.09,73.77
411,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:54:04,74.0,16.91,27.85,235.88,74.68,2.09,73.52
412,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:54:10,54.0,15.39,27.85,235.88,74.68,2.1,73.52
413,0c:9d:92:c6:cc:19,DESKTOP1,2021-10-05 20:54:16,25.0,27.03,27.85,235.87,74.68,2.09,73.52
